2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,1
22,2
23,1
24,2
25,2
26,2
27,2
28,2
29,2
30,3
31,3
32,3
33,4
34,4
35,4
36,4
37,5
38,5
39,6
40,6
41,6
42,7
43,7
44,7
45,7
46,9
47,8
48,9
49,10
50,10
51,11
52,11
53,12
54,12
55,13
56,15
57,17
58,17
59,17
60,17
61,19
62,18
63,19
64,20
65,20
66,21
67,23
68,24
69,24
70,26
71,27
72,28
73,30
74,31
75,31
76,33
77,34
78,35
79,37
80,37
81,39
82,40
83,42
84,41
85,42
86,43
87,47
88,48
89,52
90,51
91,53
92,56
93,61
94,58
95,60
96,62
97,63
98,63
99,66
100,69
101,70
102,73
103,77
104,80
105,78
106,84
107,87
108,85
109,89
110,94
111,91
112,97
113,100
114,97
115,98
116,103
117,108
118,105
119,110
120,111
121,113
122,121
123,124
124,119
125,121
126,126
127,133
128,134
129,136
130,141
131,147
132,143
133,151
134,152
135,151
136,161
137,160
138,168
139,211
140,190
141,186
142,201
143,205
144,199
145,226
146,204
147,211
148,198
149,201
150,202
151,213
152,218
153,212
154,245
155,232
156,241
157,248
158,238
159,247
160,246
161,258
162,267
163,288
164,342
165,295
166,280
167,287
168,288
169,283
170,291
171,297
172,303
173,317
174,306
175,325
176,326
177,328
178,336
179,349
180,350
181,347
182,352
183,372
184,368
185,375
186,371
187,402
188,397
189,405
190,408
191,417
192,414
193,420
194,440
195,440
196,438
197,453
198,449
199,472
200,543
201,507
202,482
203,516
204,535
205,623
206,557
207,800
208,577
209,582
210,546
211,540
212,567
213,662
214,665
215,758
216,695
217,713
218,651
219,688
220,723
221,715
222,746
223,704
224,799
225,778
226,702
227,666
228,678
229,714
230,705
231,708
232,724
233,802
234,824
235,767
236,880
237,921
238,908
239,898
240,1122
241,868
242,813
243,815
244,865
245,854
246,843
247,941
248,901
249,872
250,895
251,901
252,886
253,901
254,918
255,958
256,977
257,975
258,962
259,952
260,990
261,1002
262,1124
263,1039
264,1063
265,1023
266,1055
267,1088
268,1108
269,1098
270,1091
271,1121
272,1130
273,1130
274,1140
275,1136
276,1168
277,1170
278,1196
279,1201
280,1263
281,1255
282,1278
283,1298
284,1290
285,1296
286,1330
287,1315
288,1338
289,1330
290,1363
291,1365
292,1360
293,1368
294,1360
295,1377
296,1399
297,1424
298,1406
299,1452
