2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,1
15,0
16,1
17,1
18,1
19,1
20,1
21,2
22,2
23,2
24,2
25,4
26,3
27,5
28,4
29,4
30,8
31,5
32,7
33,10
34,8
35,10
36,15
37,18
38,24
39,15
40,11
41,20
42,33
43,30
44,16
45,18
46,20
47,19
48,18
49,20
50,21
51,23
52,22
53,25
54,26
55,25
56,28
57,66
58,32
59,32
60,33
61,35
62,37
63,39
64,39
65,42
66,43
67,46
68,50
69,53
70,57
71,61
72,76
73,67
74,70
75,71
76,77
77,77
78,75
79,79
80,71
81,78
82,80
83,90
84,92
85,91
86,93
87,100
88,105
89,110
90,106
91,114
92,121
93,126
94,127
95,121
96,124
97,134
98,140
99,137
100,143
101,153
102,149
103,143
104,165
105,160
106,161
107,176
108,189
109,184
110,180
111,196
112,204
113,212
114,197
115,219
116,205
117,211
118,235
119,228
120,225
121,254
122,345
123,266
124,257
125,260
126,260
127,288
128,289
129,271
130,301
131,293
132,313
133,310
134,305
135,315
136,318
137,322
138,335
139,331
140,356
141,365
142,374
143,364
144,397
145,383
146,397
147,394
148,404
149,414
150,423
151,425
152,442
153,447
154,452
155,491
156,494
157,500
158,468
159,478
160,483
161,557
162,522
163,520
164,532
165,607
166,564
167,596
168,614
169,616
170,598
171,619
172,594
173,645
174,625
175,662
176,676
177,704
178,748
179,727
180,730
181,694
182,699
183,725
184,765
185,725
186,766
187,737
188,757
189,762
190,787
191,794
192,787
193,843
194,851
195,840
196,887
197,918
198,916
199,997
200,986
201,1091
202,1023
203,966
204,1079
205,1184
206,1094
207,1043
208,1377
209,1161
210,1050
211,1189
212,1114
213,1038
214,1149
215,1151
216,1147
217,1161
218,1252
219,1242
220,1260
221,1293
222,1274
223,1365
224,1281
225,1333
226,1313
227,1317
228,1353
229,1322
230,1329
231,1421
232,1378
233,1410
234,1454
235,1447
236,1459
237,1481
238,1522
239,1591
240,1595
241,1637
242,1586
243,1640
244,1684
245,1681
246,1638
247,1658
248,1672
249,1695
250,1775
251,1756
252,1847
253,2015
254,1958
255,2171
256,1838
257,1917
258,1838
259,1848
260,1915
261,2086
262,2000
263,2037
264,2060
265,1988
266,2155
267,2050
268,2044
269,2083
270,2100
271,2138
272,2135
273,2169
274,2248
275,2262
276,2282
277,2367
278,2337
279,2372
280,2362
281,2473
282,2507
283,2540
284,2604
285,2575
286,2432
287,2464
288,2527
289,2660
290,2723
291,2548
292,2595
293,2616
294,2641
295,2917
296,2719
297,2764
298,2815
299,2799
